排名,专业名称,专业层次,专业类别,开设院校,人气值,MBTI,壹心理
275,中药制药,本科,中药学类,开设院校,20821,ISFJ/ESFJ,研究型
274,全球健康学,本科,公共卫生与预防医学类,开设院校,20821,ISFJ/ISFP,研究型
276,铁道供电技术,专科（高职）,铁道运输类,开设院校,20819,ISTP,
277,智能交通技术运用,专科（高职）,道路运输类,开设院校,20816,ISTJ/ISTP/INTP,
278,水利水电工程技术,专科（高职）,水利工程与管理类,开设院校,20813,ISTJ/ISTP/ESFJ,研究型、管理型
279,食品营养与卫生,专科（高职）,食品工业类,开设院校,20811,ESFJ/ESTP,研究型
280,武器发射工程,本科,兵器类,开设院校,20808,ISTP/INTP,
281,健康管理,专科（高职）,健康管理与促进类,开设院校,20805,ESFJ/ISFJ,研究型
283,船舶电子电气工程,本科,交通运输类,开设院校,20800,ISTJ/ISTP/INTP,
284,环保设备工程,本科,环境科学与工程类,开设院校,20800,INTJ/ENTJ,研究型、现实型
282,烹调工艺与营养,专科（高职）,餐饮类,开设院校,20800,ESTP/ESFP,研究型
285,嵌入式技术与应用,专科（高职）,计算机类,开设院校,20799,INTP/INTJ,研究型
286,特种能源技术与工程,本科,兵器类,开设院校,20796,ISTP/INTP,
287,建筑智能化工程技术,专科（高职）,建筑设备类,开设院校,20795,ISTP/INTP/INTJ,
288,地下与隧道工程技术,专科（高职）,土建施工类,开设院校,20794,ISTJ/INTP,研究型
290,产品艺术设计,专科（高职）,艺术设计类,开设院校,20793,ISFP,艺术型
289,动车组检修技术,专科（高职）,铁道运输类,开设院校,20793,ISTP,
291,标准化工程,本科,工业工程类,开设院校,20792,ISTJ/INTP,研究型
292,药品生产技术,专科（高职）,药品制造类,开设院校,20791,INTJ/ISFJ,研究型
293,生态农业技术,专科（高职）,农业类,开设院校,20788,INTJ/ISTP/ESFP,现实型、研究型
294,光电技术应用,专科（高职）,电子信息类,开设院校,20786,ISTP/INTP,
295,城市轨道交通通信信号技术,专科（高职）,城市轨道交通类,开设院校,20779,INTP,现实型
296,摄影与摄像艺术,专科（高职）,艺术设计类,开设院校,20776,ISFP,艺术型
297,媒体营销,专科（高职）,广播影视类,开设院校,20776,INFJ/ISFP/ESFP,艺术型
298,声像工程技术,专科（高职）,电子信息类,开设院校,20775,ISTP/INTP,
299,中医康复技术,专科（高职）,康复治疗类,开设院校,20774,ESTJ/ISFJ,研究型
300,农业生物技术,专科（高职）,生物技术类,开设院校,20773,INTJ,研究型
301,地理国情监测,本科,测绘类,开设院校,20773,ISTJ/INTJ,研究型
303,工艺美术品设计,专科（高职）,艺术设计类,开设院校,20771,ISFP,艺术型
302,化妆品技术,专科（高职）,轻化工类,开设院校,20771,ISTP,
304,电子电路设计与工艺,专科（高职）,电子信息类,开设院校,20770,ISTP/INTP,
305,电波传播与天线,本科,电子信息类,开设院校,20770,ISTP/INTP,
306,网络舆情监测,专科（高职）,公共管理类,开设院校,20769,ENTJ/ISFJ,管理型
307,农业电气化,本科,农业工程类,开设院校,20768,ISTJ/INTJ/ISTP/INTP,研究型
308,电子制造技术与设备,专科（高职）,电子信息类,开设院校,20768,ISTP/INTP,
309,铁道机械化维修技术,专科（高职）,铁道运输类,开设院校,20767,ISTP,
310,智能监控技术应用,专科（高职）,电子信息类,开设院校,20766,ISTP/INTP,
312,统计与会计核算,专科（高职）,统计类,开设院校,20764,INTJ,研究型
313,海洋油气工程,本科,矿业类,开设院校,20764,INTJ/ISTJ,研究型
311,安全技术与管理,专科（高职）,安全类,开设院校,20764,ISFJ/ESTP,管理型、社会型
314,高分子合成技术,专科（高职）,化工技术类,开设院校,20763,INTJ/ENTJ,研究型、现实型
316,采购管理,本科,物流管理与工程类,开设院校,20762,ESTP,管理型
315,辐射防护与核安全,本科,核工程类,开设院校,20762,INTJ/ISTP,研究型
317,会计信息管理,专科（高职）,财务会计类,开设院校,20760,ISTJ,管理型
318,数字媒体设备管理,专科（高职）,新闻出版类,开设院校,20759,ESFP/ENFP,艺术型
319,心理健康教育,专科（高职）,教育类,开设院校,20759,ENFP/ENFJ,社会型
320,食品检测技术,专科（高职）,食品工业类,开设院校,20757,ESFJ/ESTP,研究型
321,乳品工程,本科,食品科学与工程类,开设院校,20756,ESFJ/ESTP,研究型
322,城市轨道交通机电技术,专科（高职）,城市轨道交通类,开设院校,20756,INTP,现实型
323,中国画,本科,美术学类,开设院校,20755,INTJ/INFP,艺术型
324,听力与言语康复学,本科,医学技术类,开设院校,20754,ESFJ/ISFJ,研究型
325,设施农业与装备,专科（高职）,农业类,开设院校,20753,INTJ/ISTP/ESFP,现实型、研究型
326,绿色食品生产与检验,专科（高职）,农业类,开设院校,20753,INTJ/ISTP/ESFP,现实型、研究型
327,农村经营管理,专科（高职）,农业类,开设院校,20753,INTJ/ISTP/ESFP/ESTP,研究型、管理型
329,飞机机电设备维修,专科（高职）,航空运输类,开设院校,20753,ISTP/INTP,
328,汽车运用与维修技术,专科（高职）,道路运输类,开设院校,20753,ISTJ/ISTP/INTP,
330,数字展示技术,专科（高职）,计算机类,开设院校,20751,INTP/INTJ,研究型
331,飞行器质量与可靠性,本科,航空航天类,开设院校,20751,ISTP/INTP,
332,电力系统继电保护与自动化技术,专科（高职）,电力技术类,开设院校,20750,ISTP/INTJ,
333,药品质量与安全,专科（高职）,药品制造类,开设院校,20749,INTJ/ISFJ,研究型
334,婚庆服务与管理,专科（高职）,公共服务类,开设院校,20749,ESFJ,管理型
335,高分子材料工程技术,专科（高职）,非金属材料类,开设院校,20747,ISTP,
336,城市信息化管理,专科（高职）,城乡规划与管理类,开设院校,20747,ISFP/ISFJ/ISTJ,管理型、研究型
337,化妆品经营与管理,专科（高职）,食品药品管理类,开设院校,20746,ESFJ/ESTP,研究型
338,戏剧影视表演,专科（高职）,表演艺术类,开设院校,20744,INTJ/INFP/ENFP,艺术型
339,环境地质工程,专科（高职）,地质类,开设院校,20743,INTJ/ISTJ/INTP,研究型
340,营养配餐,专科（高职）,餐饮类,开设院校,20743,ESTP/ESFP,研究型
342,休闲体育,专科（高职）,体育类,开设院校,20742,ISTP,
341,休闲服务与管理,专科（高职）,旅游类,开设院校,20742,ESFP/ISFP/ISFJ,管理型
343,铁路桥梁与隧道工程技术,专科（高职）,铁道运输类,开设院校,20741,ISTP,
344,新能源汽车运用与维修,专科（高职）,道路运输类,开设院校,20739,ISTJ/ISTP/INTP,
345,出版商务,专科（高职）,新闻出版类,开设院校,20737,ESFP/ENFP,艺术型
346,烟草栽培与加工,专科（高职）,农业类,开设院校,20736,INTJ/ISTP/ESFP,现实型、研究型
347,影视制片管理,专科（高职）,广播影视类,开设院校,20736,INFJ/ISFP/ESFP,艺术型
348,信息统计与分析,专科（高职）,统计类,开设院校,20734,INTJ,研究型
350,文物修复与保护,专科（高职）,文化服务类,开设院校,20733,INFP/ESFJ,研究型
349,预防医学,专科（高职）,公共卫生与卫生管理类,开设院校,20733,ISFJ/ISFP,研究型
352,光通信技术,专科（高职）,通信类,开设院校,20727,INTP/ENTJ,研究型
351,建设工程监理,专科（高职）,建设工程管理类,开设院校,20727,ENTJ/INTP/ISTJ,管理型
353,铁道机车车辆制造与维护,专科（高职）,铁道装备类,开设院校,20726,ISTP,
354,焊接技术与自动化,专科（高职）,机械设计制造类,开设院校,20725,ISTP,
355,特种加工技术,专科（高职）,机械设计制造类,开设院校,20723,ISTP,
356,生物产品检验检疫,专科（高职）,生物技术类,开设院校,20722,INTJ,研究型
357,光伏工程技术,专科（高职）,电子信息类,开设院校,20721,ISTP/INTP,
358,房地产经营与管理,专科（高职）,房地产类,开设院校,20719,INTJ/ESTJ,管理型
359,中西面点工艺,专科（高职）,餐饮类,开设院校,20719,ESTP/ESFP,研究型
360,村镇建设与管理,专科（高职）,城乡规划与管理类,开设院校,20718,ISFP/ISFJ/ISTJ,管理型、研究型
361,中医养生保健,专科（高职）,健康管理与促进类,开设院校,20717,ESFJ/ISFJ,研究型
362,植物保护与检疫技术,专科（高职）,农业类,开设院校,20716,INTJ/ISTP/ESFP,现实型、研究型
363,网络营销,专科（高职）,电子商务类,开设院校,20716,ENTJ,常规型
364,餐饮管理,专科（高职）,餐饮类,开设院校,20716,ESTP/ESFP,管理型
365,精细化工技术,专科（高职）,化工技术类,开设院校,20715,INTJ/ENTJ,研究型、现实型
366,海洋化工技术,专科（高职）,化工技术类,开设院校,20715,INTJ/ENTJ,研究型、现实型
367,电子产品营销与服务,专科（高职）,电子信息类,开设院校,20715,ISTP/INTP,
368,机械装备制造技术,专科（高职）,机械设计制造类,开设院校,20714,ISTP,
369,哈医学,本科,中医学类,开设院校,20713,ESFJ/ISFJ,研究型
371,首饰设计与工艺,专科（高职）,艺术设计类,开设院校,20712,ISFP,艺术型
372,数字出版,专科（高职）,新闻出版类,开设院校,20712,ESFP/ENFP,艺术型
370,保险,专科（高职）,金融类,开设院校,20712,ISTJ/INTP,研究型
373,光伏发电技术与应用,专科（高职）,新能源发电工程类,开设院校,20711,INTJ/ISTP/INTP/ENTJ,研究型
374,道路运输与路政管理,专科（高职）,道路运输类,开设院校,20710,ISTJ/ISTP/INTP,
376,文化创意与策划,专科（高职）,文化服务类,开设院校,20709,INFP/ESFJ,研究型
377,电信服务与管理,专科（高职）,通信类,开设院校,20709,INTP/ENTJ,常规型、管理型
375,医疗设备应用技术,专科（高职）,健康管理与促进类,开设院校,20709,ESFJ/ISFJ,研究型
378,茶树栽培与茶叶加工,专科（高职）,农业类,开设院校,20708,INTJ/ISTP/ESFP,现实型、研究型
380,通信工程设计与监理,专科（高职）,通信类,开设院校,20707,INTP/ENTJ,研究型
379,国际邮轮乘务管理,专科（高职）,水上运输类,开设院校,20707,ESFJ,管理型
381,工程机械运用技术,专科（高职）,道路运输类,开设院校,20706,ISTJ/ISTP/INTP,
382,救助与打捞工程,本科,交通运输类,开设院校,20705,ISTJ/ISTP/INTP,
383,地质调查与矿产普查,专科（高职）,资源勘查类,开设院校,20704,ISTP,
384,环境信息技术,专科（高职）,环境保护类,开设院校,20704,INTJ/ENTJ,研究型、现实型
385,工业分析技术,专科（高职）,化工技术类,开设院校,20704,INTJ/ENTJ,研究型、现实型
386,污染修复与生态工程技术,专科（高职）,环境保护类,开设院校,20702,INTJ/ENTJ,研究型、现实型
387,生物质能应用技术,专科（高职）,新能源发电工程类,开设院校,20701,INTJ/ISTP/INTP/ENTJ,研究型
388,工业工程技术,专科（高职）,机械设计制造类,开设院校,20701,ISTP,
389,机场运行,专科（高职）,航空运输类,开设院校,20701,ISTP/INTP,
390,光电显示技术,专科（高职）,电子信息类,开设院校,20701,ISTP/INTP,
392,知识产权管理,专科（高职）,公共管理类,开设院校,20700,ENTJ/ISFJ,管理型
391,现代流行音乐,专科（高职）,表演艺术类,开设院校,20700,INTJ/INFP/ENFP,艺术型
393,壮医学,本科,中医学类,开设院校,20699,ESFJ/ISFJ,研究型
396,美容美体艺术,专科（高职）,艺术设计类,开设院校,20699,ISFP,艺术型
395,哈医学,专科（高职）,临床医学类,开设院校,20699,INTJ/ISFJ/ESFJ,研究型
394,动物药学,专科（高职）,畜牧业类,开设院校,20699,INTJ/ESFJ,研究型
398,数字图文信息技术,专科（高职）,印刷类,开设院校,20698,ISTP,
397,测绘地理信息技术,专科（高职）,测绘地理信息类,开设院校,20698,ISTJ/INTJ,研究型
399,建筑钢结构工程技术,专科（高职）,土建施工类,开设院校,20697,ISTJ/INTP,研究型
400,飞行器制造技术,专科（高职）,航空装备类,开设院校,20696,ISTP/INTP,
401,民航通信技术,专科（高职）,航空运输类,开设院校,20695,ISTP/INTP,
402,石油化工技术,专科（高职）,化工技术类,开设院校,20693,INTJ/ENTJ,研究型、现实型
404,质量管理与认证,专科（高职）,公共管理类,开设院校,20693,ENTJ/ISFJ,管理型
403,移动商务,专科（高职）,电子商务类,开设院校,20693,ENTJ,常规型
408,展示艺术设计,专科（高职）,艺术设计类,开设院校,20692,ISFP,艺术型
407,广告策划与营销,专科（高职）,市场营销类,开设院校,20692,ESFP/ESTP,管理型
406,新能源装备技术,专科（高职）,机电设备类,开设院校,20692,ISTP/INTJ,
405,水电站机电设备与自动化,专科（高职）,电力技术类,开设院校,20692,ISTP/INTJ,
409,核电站动力设备运行与维护,专科（高职）,热能与发电工程类,开设院校,20690,ISTP/INTJ,
410,影视美术,专科（高职）,广播影视类,开设院校,20690,INFJ/ISFP/ESFP,艺术型
411,电机与电器技术,专科（高职）,机械设计制造类,开设院校,20688,ISTP,
412,政府采购管理,专科（高职）,财政税务类,开设院校,20688,INTJ,研究型
413,铁道通信信号设备制造与维护,专科（高职）,铁道装备类,开设院校,20687,ISTP,
414,汽车营销与服务,专科（高职）,市场营销类,开设院校,20687,ESFP/ESTP,管理型
415,安全健康与环保,专科（高职）,安全类,开设院校,20686,ISFJ/ESTP,管理型、社会型
417,水环境监测与治理,专科（高职）,水土保持与水环境类,开设院校,20685,ESFJ/ISTJ,现实型
416,农产品加工与质量检测,专科（高职）,农业类,开设院校,20685,INTJ/ISTP/ESFP,现实型、研究型
419,老年保健与管理,专科（高职）,健康管理与促进类,开设院校,20684,ESFJ/ISFJ,研究型
418,化工自动化技术,专科（高职）,化工技术类,开设院校,20684,INTJ/ENTJ,研究型、现实型
420,家具艺术设计,专科（高职）,艺术设计类,开设院校,20683,ISFP,艺术型
421,水电站与电力网,专科（高职）,电力技术类,开设院校,20682,ISTP/INTJ,
425,快递运营管理,专科（高职）,邮政类,开设院校,20681,ESFP/ISTP,管理型
424,中药生产与加工,专科（高职）,药品制造类,开设院校,20681,INTJ/ISFJ,研究型
423,包装策划与设计,专科（高职）,包装类,开设院校,20681,ISTP,
422,职业卫生技术与管理,专科（高职）,安全类,开设院校,20681,ISFJ/ESTP,管理型、社会型
428,航空物流,专科（高职）,航空运输类,开设院校,20680,ISTP/INTP,
429,录音技术与艺术,专科（高职）,广播影视类,开设院校,20680,INFJ/ISFP/ESFP,艺术型
427,电力客户服务与管理,专科（高职）,电力技术类,开设院校,20680,ISTP/INTJ,
426,动物医学检验技术,专科（高职）,畜牧业类,开设院校,20680,INTJ/ESFJ,研究型
430,矿产地质与勘查,专科（高职）,资源勘查类,开设院校,20679,ISTP,
433,运动防护,专科（高职）,体育类,开设院校,20679,ISTP,
432,信用管理,专科（高职）,金融类,开设院校,20679,ISTJ/INTP,研究型、管理型
431,建设项目信息化管理,专科（高职）,建设工程管理类,开设院校,20679,ENTJ/INTP/ISTJ,管理型
434,家政服务与管理,专科（高职）,公共服务类,开设院校,20679,ESFJ,管理型
435,公共艺术设计,专科（高职）,艺术设计类,开设院校,20678,ISFP,艺术型
436,抢险救援指挥与技术,本科,公安技术类,开设院校,20678,ISFJ/INTP/ESTP,管理型
438,工业节能技术,专科（高职）,新能源发电工程类,开设院校,20677,INTJ/ISTP/INTP/ENTJ,研究型
439,体育运营与管理,专科（高职）,体育类,开设院校,20677,ISTP,
440,检察事务,专科（高职）,法律实务类,开设院校,20677,INTJ/ESTP,社会型
437,地籍测绘与土地管理,专科（高职）,测绘地理信息类,开设院校,20677,ISTJ/INTJ,研究型
441,飞机电子设备维修,专科（高职）,航空运输类,开设院校,20676,ISTP/INTP,
443,包装艺术设计,专科（高职）,艺术设计类,开设院校,20675,ISFP,艺术型
442,环境评价与咨询服务,专科（高职）,环境保护类,开设院校,20675,INTJ/ENTJ,研究型、现实型
446,物流信息技术,专科（高职）,物流类,开设院校,20674,ESTP,管理型
444,直升机驾驶技术,专科（高职）,航空运输类,开设院校,20674,ISTP/INTP,
445,民航空中安全保卫,专科（高职）,航空运输类,开设院校,20674,ISTP/INTP,
447,太阳能光热技术与应用,专科（高职）,新能源发电工程类,开设院校,20673,INTJ/ISTP/INTP/ENTJ,研究型
448,农村金融,专科（高职）,金融类,开设院校,20673,ISTJ/INTP,研究型
449,工业过程自动化技术,专科（高职）,自动化类,开设院校,20672,ISTP,
451,医疗器械维护与管理,专科（高职）,健康管理与促进类,开设院校,20672,ESFJ/ISFJ,研究型
450,汽车车身维修技术,专科（高职）,道路运输类,开设院校,20672,ISTJ/ISTP/INTP,
452,野生动物资源保护与利用,专科（高职）,林业类,开设院校,20670,ISTJ/ISFJ,现实型
453,工程安全评价与监理,专科（高职）,安全类,开设院校,20670,ISFJ/ESTP,管理型、社会型
454,农业装备应用技术,专科（高职）,农业类,开设院校,20669,INTJ/ISTP/ESFP,现实型、研究型
457,通信指挥,专科（高职）,公安指挥类,开设院校,20669,ESTP/ISFJ,现实型
456,市场管理与服务,专科（高职）,工商管理类,开设院校,20669,ISFJ/ISTP/ESFJ,管理型
455,道路养护与管理,专科（高职）,道路运输类,开设院校,20669,ISTJ/ISTP/INTP,
458,制药设备应用技术,专科（高职）,药品制造类,开设院校,20668,INTJ/ISFJ,研究型
459,考古探掘技术,专科（高职）,文化服务类,开设院校,20668,INFP/ESFJ,研究型
465,国内安全保卫,专科（高职）,侦查类,开设院校,20667,INTJ/ESTP/ENTJ,社会型
462,印刷媒体技术,专科（高职）,印刷类,开设院校,20667,ISTP,
463,放射治疗技术,专科（高职）,医学技术类,开设院校,20667,ESFJ/ISFJ,研究型
464,精密医疗器械技术,专科（高职）,健康管理与促进类,开设院校,20667,ESFJ/ISFJ,研究型
460,室内环境检测与控制技术,专科（高职）,环境保护类,开设院校,20667,INTJ/ENTJ,研究型、现实型
461,复合材料工程技术,专科（高职）,非金属材料类,开设院校,20667,ISTP,
469,雕刻艺术设计,专科（高职）,艺术设计类,开设院校,20666,ISFP,艺术型
467,农村环境保护,专科（高职）,环境保护类,开设院校,20666,INTJ/ENTJ,研究型、现实型
468,资源综合利用与管理技术,专科（高职）,环境保护类,开设院校,20666,INTJ/ENTJ,研究型、现实型
466,地球物理勘探技术,专科（高职）,地质类,开设院校,20666,INTJ/ISTJ/INTP,研究型
471,文化市场经营管理,专科（高职）,文化服务类,开设院校,20665,INFP/ESFJ,管理型
472,体育保健与康复,专科（高职）,体育类,开设院校,20665,ISTP,
473,健身指导与管理,专科（高职）,体育类,开设院校,20665,ISTP,
470,城市轨道交通供配电技术,专科（高职）,城市轨道交通类,开设院校,20665,INTP,现实型
474,房地产检测与估价,专科（高职）,房地产类,开设院校,20664,INTJ/ESTJ,管理型
475,舞蹈编导,专科（高职）,表演艺术类,开设院校,20664,INTJ/INFP/ENFP,艺术型
476,清洁生产与减排技术,专科（高职）,环境保护类,开设院校,20663,INTJ/ENTJ,研究型、现实型
477,黑色冶金技术,专科（高职）,黑色金属材料类,开设院校,20663,INTP/ISTP,研究型
478,野生植物资源保护与利用,专科（高职）,林业类,开设院校,20662,ISTJ/ISFJ,现实型
479,铸造技术,专科（高职）,机械设计制造类,开设院校,20662,ISTP,
480,飞行器维修技术,专科（高职）,航空装备类,开设院校,20662,ISTP/INTP,
481,定翼机驾驶技术,专科（高职）,航空运输类,开设院校,20662,ISTP/INTP,
483,陶瓷设计与工艺,专科（高职）,艺术设计类,开设院校,20661,ISFP,艺术型
482,物流工程技术,专科（高职）,物流类,开设院校,20661,ESTP,管理型
484,文物博物馆服务与管理,专科（高职）,文化服务类,开设院校,20660,INFP/ESFJ,管理型
486,电厂热工自动化技术,专科（高职）,热能与发电工程类,开设院校,20659,ISTP/INTJ,
485,森林防火指挥与通讯,专科（高职）,林业类,开设院校,20659,ISTJ/ISFJ,现实型
487,理化测试与质检技术,专科（高职）,机械设计制造类,开设院校,20659,ISTP,
488,服装陈列与展示设计,专科（高职）,纺织服装类,开设院校,20659,ISTP/ESFP,
491,文秘速录,专科（高职）,文秘类,开设院校,20658,ESFJ/ISFJ,研究型
489,交通枢纽运营管理,专科（高职）,道路运输类,开设院校,20658,ISTJ/ISTP/INTP,
490,音乐剧表演,专科（高职）,表演艺术类,开设院校,20658,INTJ/INFP/ENFP,艺术型
493,电梯工程技术,专科（高职）,自动化类,开设院校,20657,ISTP,
494,邮政通信管理,专科（高职）,邮政类,开设院校,20657,ESFP/ISTP,管理型
495,戒毒矫治技术,专科（高职）,司法技术类,开设院校,20657,ESTP/INTJ,现实型、社会型
492,安全生产监测监控,专科（高职）,安全类,开设院校,20657,ISFJ/ESTP,管理型、社会型
499,公共文化服务与管理,专科（高职）,文化服务类,开设院校,20656,INFP/ESFJ,管理型
496,水文测报技术,专科（高职）,水文水资源类,开设院校,20656,ESFJ/ISTJ,现实型
497,水电站动力设备,专科（高职）,水利水电设备类,开设院校,20656,ESFJ/ISTJ,现实型
498,石油炼制技术,专科（高职）,化工技术类,开设院校,20656,INTJ/ENTJ,研究型、现实型
501,物流金融管理,专科（高职）,物流类,开设院校,20655,ESTP,管理型
500,信托与租赁,专科（高职）,金融类,开设院校,20655,ISTJ/INTP,研究型
502,影视照明技术与艺术,专科（高职）,广播影视类,开设院校,20655,INFJ/ISFP/ESFP,艺术型
507,应用外语,专科（高职）,语言类,开设院校,20654,ESTP/ESFP,艺术型
506,刺绣设计与工艺,专科（高职）,艺术设计类,开设院校,20654,ISFP,艺术型
504,风电系统运行与维护,专科（高职）,新能源发电工程类,开设院校,20654,INTJ/ISTP/INTP/ENTJ,研究型
505,机电设备安装技术,专科（高职）,机电设备类,开设院校,20654,ISTP/INTJ,
503,电源变换技术与应用,专科（高职）,电力技术类,开设院校,20654,ISTP/INTJ,
509,岩矿分析与鉴定,专科（高职）,资源勘查类,开设院校,20653,ISTP,
508,海洋渔业技术,专科（高职）,渔业类,开设院校,20653,INTJ/ISTJ/ESFJ/ENFP,研究型、现实型
512,水路运输与海事管理,专科（高职）,水上运输类,开设院校,20653,ESFJ,管理型
511,药品服务与管理,专科（高职）,食品药品管理类,开设院校,20653,ESFJ/ESTP,研究型
510,导航与位置服务,专科（高职）,测绘地理信息类,开设院校,20653,ISTJ/INTJ,研究型
515,化工装备技术,专科（高职）,化工技术类,开设院校,20652,INTJ/ENTJ,研究型、现实型
514,航空发动机制造技术,专科（高职）,航空装备类,开设院校,20652,ISTP/INTP,
513,畜牧工程技术,专科（高职）,畜牧业类,开设院校,20652,INTJ/ESFJ,研究型
517,歌舞表演,专科（高职）,表演艺术类,开设院校,20652,INTJ/INFP/ENFP,艺术型
516,包装工程技术,专科（高职）,包装类,开设院校,20652,ISTP,
519,港口物流管理,专科（高职）,水上运输类,开设院校,20651,ESFJ,管理型
520,康复工程技术,专科（高职）,健康管理与促进类,开设院校,20651,ESFJ/ISFJ,研究型
518,建筑装饰材料技术,专科（高职）,建筑材料类,开设院校,20651,ISTP/INTP/ENTJ,
